Time (Hour-Ending),Date,ERCOT.LOAD,ERCOT.WIND.GEN,"Total Wind Installed, MW","Wind Output, % of Load","Wind Output, % of Installed",Wind 1-hr MW change,Wind 1-hr % change,,,,,,,,,,,,,,,,,,,,,,,,,,
01/24/2022 18:00:00,Jan-24,46600,3648,34767,7.83,10.49,-755,-17.14,,,,,,,,,,,,,,,,,,,,,,,,,,
01/24/2022 19:00:00,Jan-24,48192,2984,34767,6.19,8.58,-664,-18.21,,,,,,,,,,,,,,,,,,,,,,,,,,
01/24/2022 20:00:00,Jan-24,47828,3240,34767,6.77,9.32,256,8.57,,,,,,,,,,,,,,,,,,,,,,,,,,
01/24/2022 21:00:00,Jan-24,47007,3577,34767,7.61,10.29,338,10.43,,,,,,,,,,,,,,,,,,,,,,,,,,
01/24/2022 22:00:00,Jan-24,45572,4053,34767,8.89,11.66,475,13.28,,,,,,,,,,,,,,,,,,,,,,,,,,
01/24/2022 23:00:00,Jan-24,43362,3731,34767,8.60,10.73,-322,-7.95,,,,,,,,,,,,,,,,,,,,,,,,,,
01/25/2022 00:00:00,Jan-24,41390,3920,34767,9.47,11.27,189,5.07,,,,,,,,,,,,,,,,,,,,,,,,,,
01/25/2022 01:00:00,Jan-25,40062,4658,34767,11.63,13.40,738,18.83,,,,,,,,,,,,,,,,,,,,,,,,,,
01/25/2022 02:00:00,Jan-25,39395,5998,34767,15.22,17.25,1340,28.77,,,,,,,,,,,,,,,,,,,,,,,,,,
01/25/2022 03:00:00,Jan-25,39098,7767,34767,19.87,22.34,1769,29.50,,,,,,,,,,,,,,,,,,,,,,,,,,
01/25/2022 04:00:00,Jan-25,39426,9429,34767,23.92,27.12,1662,21.40,,,,,,,,,,,,,,,,,,,,,,,,,,
01/25/2022 05:00:00,Jan-25,40490,10691,34767,26.40,30.75,1262,13.38,,,,,,,,,,,,,,,,,,,,,,,,,,
01/25/2022 06:00:00,Jan-25,43057,11730,34767,27.24,33.74,1040,9.72,,,,,,,,,,,,,,,,,,,,,,,,,,
01/25/2022 07:00:00,Jan-25,47090,13150,34767,27.92,37.82,1420,12.10,,,,,,,,,,,,,,,,,,,,,,,,,,
01/25/2022 08:00:00,Jan-25,49004,13365,34767,27.27,38.44,215,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,
01/25/2022 09:00:00,Jan-25,48456,11926,34767,24.61,34.30,-1439,-10.76,,,,,,,,,,,,,,,,,,,,,,,,,,
01/25/2022 10:00:00,Jan-25,47519,10315,34767,21.71,29.67,-1611,-13.51,,,,,,,,,,,,,,,,,,,,,,,,,,
01/25/2022 11:00:00,Jan-25,46305,10345,34767,22.34,29.75,30,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,
01/25/2022 12:00:00,Jan-25,45043,9219,34767,20.47,26.52,-1126,-10.89,,,,,,,,,,,,,,,,,,,,,,,,,,
01/25/2022 13:00:00,Jan-25,43652,8273,34767,18.95,23.80,-945,-10.26,,,,,,,,,,,,,,,,,,,,,,,,,,
01/25/2022 14:00:00,Jan-25,42619,7415,34767,17.40,21.33,-858,-10.38,,,,,,,,,,,,,,,,,,,,,,,,,,
01/25/2022 15:00:00,Jan-25,42034,7244,34767,17.23,20.84,-170,-2.30,,,,,,,,,,,,,,,,,,,,,,,,,,
01/25/2022 16:00:00,Jan-25,41720,7798,34767,18.69,22.43,554,7.65,,,,,,,,,,,,,,,,,,,,,,,,,,
01/25/2022 17:00:00,Jan-25,42130,9238,34767,21.93,26.57,1440,18.47,,,,,,,,,,,,,,,,,,,,,,,,,,
01/25/2022 18:00:00,Jan-25,43645,12045,34767,27.60,34.64,2806,30.38,,,,,,,,,,,,,,,,,,,,,,,,,,
01/25/2022 19:00:00,Jan-25,45891,15364,34767,33.48,44.19,3319,27.55,,,,,,,,,,,,,,,,,,,,,,,,,,
01/25/2022 20:00:00,Jan-25,46353,17956,34767,38.74,51.65,2593,16.88,,,,,,,,,,,,,,,,,,,,,,,,,,
01/25/2022 21:00:00,Jan-25,46165,18868,34767,40.87,54.27,911,5.08,,,,,,,,,,,,,,,,,,,,,,,,,,
01/25/2022 22:00:00,Jan-25,45386,19262,34767,42.44,55.40,394,2.09,,,,,,,,,,,,,,,,,,,,,,,,,,
01/25/2022 23:00:00,Jan-25,43695,19485,34767,44.59,56.05,224,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,
01/26/2022 00:00:00,Jan-25,42145,19429,34767,46.10,55.88,-56,-0.29,,,,,,,,,,,,,,,,,,,,,,,,,,
01/26/2022 01:00:00,Jan-26,41236,17602,34767,42.69,50.63,-1827,-9.40,,,,,,,,,,,,,,,,,,,,,,,,,,
01/26/2022 02:00:00,Jan-26,41148,16419,34767,39.90,47.22,-1184,-6.73,,,,,,,,,,,,,,,,,,,,,,,,,,
01/26/2022 03:00:00,Jan-26,41584,15394,34767,37.02,44.28,-1025,-6.24,,,,,,,,,,,,,,,,,,,,,,,,,,
01/26/2022 04:00:00,Jan-26,42488,13916,34767,32.75,40.03,-1478,-9.60,,,,,,,,,,,,,,,,,,,,,,,,,,
01/26/2022 05:00:00,Jan-26,44203,13299,34767,30.09,38.25,-617,-4.43,,,,,,,,,,,,,,,,,,,,,,,,,,
01/26/2022 06:00:00,Jan-26,47297,12324,34767,26.06,35.45,-975,-7.33,,,,,,,,,,,,,,,,,,,,,,,,,,
01/26/2022 07:00:00,Jan-26,51692,11515,34767,22.28,33.12,-809,-6.57,,,,,,,,,,,,,,,,,,,,,,,,,,
01/26/2022 08:00:00,Jan-26,53813,9923,34767,18.44,28.54,-1592,-13.83,,,,,,,,,,,,,,,,,,,,,,,,,,
01/26/2022 09:00:00,Jan-26,53294,7352,34767,13.80,21.15,-2570,-25.90,,,,,,,,,,,,,,,,,,,,,,,,,,
01/26/2022 10:00:00,Jan-26,51991,5579,34767,10.73,16.05,-1774,-24.12,,,,,,,,,,,,,,,,,,,,,,,,,,
01/26/2022 11:00:00,Jan-26,50495,4558,34767,9.03,13.11,-1021,-18.30,,,,,,,,,,,,,,,,,,,,,,,,,,
01/26/2022 12:00:00,Jan-26,48735,3871,34767,7.94,11.13,-687,-15.08,,,,,,,,,,,,,,,,,,,,,,,,,,
01/26/2022 13:00:00,Jan-26,46865,3335,34767,7.12,9.59,-536,-13.84,,,,,,,,,,,,,,,,,,,,,,,,,,
01/26/2022 14:00:00,Jan-26,45336,3170,34767,6.99,9.12,-165,-4.94,,,,,,,,,,,,,,,,,,,,,,,,,,
01/26/2022 15:00:00,Jan-26,44163,3331,34767,7.54,9.58,160,5.06,,,,,,,,,,,,,,,,,,,,,,,,,,
01/26/2022 16:00:00,Jan-26,43545,3490,34767,8.01,10.04,159,4.78,,,,,,,,,,,,,,,,,,,,,,,,,,
01/26/2022 17:00:00,Jan-26,44091,3589,34767,8.14,10.32,99,2.85,,,,,,,,,,,,,,,,,,,,,,,,,,
01/26/2022 18:00:00,Jan-26,45955,3386,34767,7.37,9.74,-203,-5.67,,,,,,,,,,,,,,,,,,,,,,,,,,
01/26/2022 19:00:00,Jan-26,48631,3825,34767,7.86,11.00,439,12.96,,,,,,,,,,,,,,,,,,,,,,,,,,
01/26/2022 20:00:00,Jan-26,49043,4132,34767,8.42,11.88,307,8.03,,,,,,,,,,,,,,,,,,,,,,,,,,
01/26/2022 21:00:00,Jan-26,48695,3798,34767,7.80,10.92,-334,-8.08,,,,,,,,,,,,,,,,,,,,,,,,,,
01/26/2022 22:00:00,Jan-26,47392,3647,34767,7.70,10.49,-151,-3.97,,,,,,,,,,,,,,,,,,,,,,,,,,
01/26/2022 23:00:00,Jan-26,45114,3876,34767,8.59,11.15,229,6.28,,,,,,,,,,,,,,,,,,,,,,,,,,
01/27/2022 00:00:00,Jan-26,43057,4265,34767,9.91,12.27,389,10.04,,,,,,,,,,,,,,,,,,,,,,,,,,
01/27/2022 01:00:00,Jan-27,41810,4888,34767,11.69,14.06,623,14.61,,,,,,,,,,,,,,,,,,,,,,,,,,
01/27/2022 02:00:00,Jan-27,41186,4908,34767,11.92,14.12,20,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,
01/27/2022 03:00:00,Jan-27,41033,4971,34767,12.12,14.30,63,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,
01/27/2022 04:00:00,Jan-27,41362,5036,34767,12.17,14.48,64,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,
01/27/2022 05:00:00,Jan-27,42484,5081,34767,11.96,14.61,45,0.90,,,,,,,,,,,,,,,,,,,,,,,,,,
01/27/2022 06:00:00,Jan-27,45116,4965,34767,11.00,14.28,-116,-2.28,,,,,,,,,,,,,,,,,,,,,,,,,,
01/27/2022 07:00:00,Jan-27,48969,4636,34767,9.47,13.33,-329,-6.63,,,,,,,,,,,,,,,,,,,,,,,,,,
01/27/2022 08:00:00,Jan-27,50838,4642,34767,9.13,13.35,6,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,
01/27/2022 09:00:00,Jan-27,50063,3711,34767,7.41,10.67,-931,-20.06,,,,,,,,,,,,,,,,,,,,,,,,,,
01/27/2022 10:00:00,Jan-27,48568,3077,34767,6.34,8.85,-634,-17.09,,,,,,,,,,,,,,,,,,,,,,,,,,
01/27/2022 11:00:00,Jan-27,47224,2323,34767,4.92,6.68,-754,-24.52,,,,,,,,,,,,,,,,,,,,,,,,,,
01/27/2022 12:00:00,Jan-27,45764,1889,34767,4.13,5.43,-433,-18.65,,,,,,,,,,,,,,,,,,,,,,,,,,
01/27/2022 13:00:00,Jan-27,44273,2129,34767,4.81,6.12,240,12.68,,,,,,,,,,,,,,,,,,,,,,,,,,
01/27/2022 14:00:00,Jan-27,43212,2853,34767,6.60,8.21,724,34.02,,,,,,,,,,,,,,,,,,,,,,,,,,
01/27/2022 15:00:00,Jan-27,42290,3839,34767,9.08,11.04,986,34.55,,,,,,,,,,,,,,,,,,,,,,,,,,
01/27/2022 16:00:00,Jan-27,41701,4903,34767,11.76,14.10,1064,27.71,,,,,,,,,,,,,,,,,,,,,,,,,,
01/27/2022 17:00:00,Jan-27,41979,5690,34767,13.55,16.37,787,16.04,,,,,,,,,,,,,,,,,,,,,,,,,,
01/27/2022 18:00:00,Jan-27,43344,6903,34767,15.93,19.85,1213,21.32,,,,,,,,,,,,,,,,,,,,,,,,,,
01/27/2022 19:00:00,Jan-27,45583,9264,34767,20.32,26.65,2361,34.21,,,,,,,,,,,,,,,,,,,,,,,,,,
01/27/2022 20:00:00,Jan-27,46069,11840,34767,25.70,34.05,2576,27.81,,,,,,,,,,,,,,,,,,,,,,,,,,
01/27/2022 21:00:00,Jan-27,45984,14531,34767,31.60,41.80,2692,22.73,,,,,,,,,,,,,,,,,,,,,,,,,,
01/27/2022 22:00:00,Jan-27,45031,16511,34767,36.67,47.49,1980,13.62,,,,,,,,,,,,,,,,,,,,,,,,,,
01/27/2022 23:00:00,Jan-27,43275,16716,34767,38.63,48.08,205,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,
01/28/2022 00:00:00,Jan-27,41587,16527,34767,39.74,47.54,-189,-1.13,,,,,,,,,,,,,,,,,,,,,,,,,,
01/28/2022 01:00:00,Jan-28,40662,16612,34767,40.85,47.78,85,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,
01/28/2022 02:00:00,Jan-28,40290,16706,34767,41.47,48.05,94,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,
01/28/2022 03:00:00,Jan-28,40638,16010,34767,39.40,46.05,-696,-4.17,,,,,,,,,,,,,,,,,,,,,,,,,,
01/28/2022 04:00:00,Jan-28,41588,16128,34767,38.78,46.39,118,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,
01/28/2022 05:00:00,Jan-28,43162,16485,34767,38.19,47.41,357,2.21,,,,,,,,,,,,,,,,,,,,,,,,,,
01/28/2022 06:00:00,Jan-28,46217,16008,34767,34.64,46.04,-476,-2.89,,,,,,,,,,,,,,,,,,,,,,,,,,
01/28/2022 07:00:00,Jan-28,50481,15167,34767,30.05,43.62,-841,-5.25,,,,,,,,,,,,,,,,,,,,,,,,,,
01/28/2022 08:00:00,Jan-28,52904,14174,34767,26.79,40.77,-993,-6.54,,,,,,,,,,,,,,,,,,,,,,,,,,
01/28/2022 09:00:00,Jan-28,52513,12115,34767,23.07,34.85,-2059,-14.53,,,,,,,,,,,,,,,,,,,,,,,,,,
01/28/2022 10:00:00,Jan-28,50980,8824,34767,17.31,25.38,-3292,-27.17,,,,,,,,,,,,,,,,,,,,,,,,,,
01/28/2022 11:00:00,Jan-28,49176,7611,34767,15.48,21.89,-1213,-13.74,,,,,,,,,,,,,,,,,,,,,,,,,,
01/28/2022 12:00:00,Jan-28,47248,8717,34767,18.45,25.07,1106,14.53,,,,,,,,,,,,,,,,,,,,,,,,,,
01/28/2022 13:00:00,Jan-28,45505,9669,34767,21.25,27.81,952,10.92,,,,,,,,,,,,,,,,,,,,,,,,,,
01/28/2022 14:00:00,Jan-28,44173,9769,34767,22.12,28.10,100,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,
01/28/2022 15:00:00,Jan-28,42982,9199,34767,21.40,26.46,-570,-5.83,,,,,,,,,,,,,,,,,,,,,,,,,,
01/28/2022 16:00:00,Jan-28,42240,8432,34767,19.96,24.25,-767,-8.34,,,,,,,,,,,,,,,,,,,,,,,,,,
01/28/2022 17:00:00,Jan-28,42175,7075,34767,16.78,20.35,-1357,-16.09,,,,,,,,,,,,,,,,,,,,,,,,,,
01/28/2022 18:00:00,Jan-28,43330,4492,34767,10.37,12.92,-2583,-36.51,,,,,,,,,,,,,,,,,,,,,,,,,,
01/28/2022 19:00:00,Jan-28,45971,2679,34767,5.83,7.71,-1813,-40.36,,,,,,,,,,,,,,,,,,,,,,,,,,
01/28/2022 20:00:00,Jan-28,46925,2171,34767,4.63,6.24,-508,-18.97,,,,,,,,,,,,,,,,,,,,,,,,,,
01/28/2022 21:00:00,Jan-28,47384,2268,34767,4.79,6.52,97,4.46,,,,,,,,,,,,,,,,,,,,,,,,,,
01/28/2022 22:00:00,Jan-28,47292,2803,34767,5.93,8.06,535,23.61,,,,,,,,,,,,,,,,,,,,,,,,,,
01/28/2022 23:00:00,Jan-28,46448,3663,34767,7.89,10.54,860,30.68,,,,,,,,,,,,,,,,,,,,,,,,,,
01/29/2022 00:00:00,Jan-28,45617,4739,34767,10.39,13.63,1076,29.38,,,,,,,,,,,,,,,,,,,,,,,,,,
01/29/2022 01:00:00,Jan-29,44959,5817,34767,12.94,16.73,1078,22.75,,,,,,,,,,,,,,,,,,,,,,,,,,
01/29/2022 02:00:00,Jan-29,45101,7658,34767,16.98,22.03,1841,31.65,,,,,,,,,,,,,,,,,,,,,,,,,,
01/29/2022 03:00:00,Jan-29,45492,9478,34767,20.83,27.26,1820,23.76,,,,,,,,,,,,,,,,,,,,,,,,,,
01/29/2022 04:00:00,Jan-29,46194,10709,34767,23.18,30.80,1231,12.99,,,,,,,,,,,,,,,,,,,,,,,,,,
01/29/2022 05:00:00,Jan-29,47301,11249,34767,23.78,32.36,540,5.04,,,,,,,,,,,,,,,,,,,,,,,,,,
01/29/2022 06:00:00,Jan-29,48849,11528,34767,23.60,33.16,279,2.48,,,,,,,,,,,,,,,,,,,,,,,,,,
01/29/2022 07:00:00,Jan-29,50980,11058,34767,21.69,31.81,-470,-4.08,,,,,,,,,,,,,,,,,,,,,,,,,,
01/29/2022 08:00:00,Jan-29,52829,11229,34767,21.26,32.30,171,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,
01/29/2022 09:00:00,Jan-29,52445,11092,34767,21.15,31.91,-137,-1.22,,,,,,,,,,,,,,,,,,,,,,,,,,
01/29/2022 10:00:00,Jan-29,49916,7682,34767,15.39,22.09,-3411,-30.75,,,,,,,,,,,,,,,,,,,,,,,,,,
01/29/2022 11:00:00,Jan-29,46898,5853,34767,12.48,16.84,-1828,-23.80,,,,,,,,,,,,,,,,,,,,,,,,,,
01/29/2022 12:00:00,Jan-29,44106,7940,34767,18.00,22.84,2087,35.65,,,,,,,,,,,,,,,,,,,,,,,,,,
01/29/2022 13:00:00,Jan-29,41780,9721,34767,23.27,27.96,1782,22.44,,,,,,,,,,,,,,,,,,,,,,,,,,
01/29/2022 14:00:00,Jan-29,39866,9628,34767,24.15,27.69,-93,-0.96,,,,,,,,,,,,,,,,,,,,,,,,,,
01/29/2022 15:00:00,Jan-29,38584,8600,34767,22.29,24.74,-1028,-10.67,,,,,,,,,,,,,,,,,,,,,,,,,,
01/29/2022 16:00:00,Jan-29,37955,8121,34767,21.40,23.36,-479,-5.57,,,,,,,,,,,,,,,,,,,,,,,,,,
01/29/2022 17:00:00,Jan-29,37919,7731,34767,20.39,22.24,-390,-4.80,,,,,,,,,,,,,,,,,,,,,,,,,,
01/29/2022 18:00:00,Jan-29,38674,7247,34767,18.74,20.84,-485,-6.27,,,,,,,,,,,,,,,,,,,,,,,,,,
01/29/2022 19:00:00,Jan-29,40901,7729,34767,18.90,22.23,482,6.65,,,,,,,,,,,,,,,,,,,,,,,,,,
01/29/2022 20:00:00,Jan-29,41680,9321,34767,22.36,26.81,1592,20.60,,,,,,,,,,,,,,,,,,,,,,,,,,
01/29/2022 21:00:00,Jan-29,42027,12014,34767,28.59,34.55,2692,28.88,,,,,,,,,,,,,,,,,,,,,,,,,,
01/29/2022 22:00:00,Jan-29,42133,16135,34767,38.30,46.41,4121,34.31,,,,,,,,,,,,,,,,,,,,,,,,,,
01/29/2022 23:00:00,Jan-29,41713,17435,34767,41.80,50.15,1301,8.06,,,,,,,,,,,,,,,,,,,,,,,,,,
01/30/2022 00:00:00,Jan-29,41008,17764,34767,43.32,51.09,328,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,
01/30/2022 01:00:00,Jan-30,40520,17952,34767,44.31,51.64,188,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,
01/30/2022 02:00:00,Jan-30,40250,17946,34767,44.59,51.62,-6,-0.03,,,,,,,,,,,,,,,,,,,,,,,,,,
01/30/2022 03:00:00,Jan-30,40551,17641,34767,43.50,50.74,-306,-1.70,,,,,,,,,,,,,,,,,,,,,,,,,,
01/30/2022 04:00:00,Jan-30,41079,17367,34767,42.28,49.95,-273,-1.55,,,,,,,,,,,,,,,,,,,,,,,,,,
01/30/2022 05:00:00,Jan-30,41825,16098,34767,38.49,46.30,-1269,-7.31,,,,,,,,,,,,,,,,,,,,,,,,,,
01/30/2022 06:00:00,Jan-30,42913,13390,34767,31.20,38.51,-2709,-16.83,,,,,,,,,,,,,,,,,,,,,,,,,,
01/30/2022 07:00:00,Jan-30,44665,11927,34767,26.70,34.31,-1462,-10.92,,,,,,,,,,,,,,,,,,,,,,,,,,
01/30/2022 08:00:00,Jan-30,46401,10723,34767,23.11,30.84,-1204,-10.10,,,,,,,,,,,,,,,,,,,,,,,,,,
01/30/2022 09:00:00,Jan-30,46334,8930,34767,19.27,25.68,-1793,-16.72,,,,,,,,,,,,,,,,,,,,,,,,,,
01/30/2022 10:00:00,Jan-30,44449,5202,34767,11.70,14.96,-3728,-41.75,,,,,,,,,,,,,,,,,,,,,,,,,,
01/30/2022 11:00:00,Jan-30,42238,4198,34767,9.94,12.08,-1003,-19.29,,,,,,,,,,,,,,,,,,,,,,,,,,
01/30/2022 12:00:00,Jan-30,40423,5087,34767,12.58,14.63,889,21.18,,,,,,,,,,,,,,,,,,,,,,,,,,
01/30/2022 13:00:00,Jan-30,39112,4949,34767,12.65,14.24,-138,-2.71,,,,,,,,,,,,,,,,,,,,,,,,,,
01/30/2022 14:00:00,Jan-30,38167,5982,34767,15.67,17.21,1033,20.87,,,,,,,,,,,,,,,,,,,,,,,,,,
01/30/2022 15:00:00,Jan-30,37634,6987,34767,18.57,20.10,1005,16.81,,,,,,,,,,,,,,,,,,,,,,,,,,
01/30/2022 16:00:00,Jan-30,37446,7405,34767,19.78,21.30,418,5.98,,,,,,,,,,,,,,,,,,,,,,,,,,
01/30/2022 17:00:00,Jan-30,37614,6999,34767,18.61,20.13,-406,-5.48,,,,,,,,,,,,,,,,,,,,,,,,,,
01/30/2022 18:00:00,Jan-30,38765,6867,34767,17.72,19.75,-132,-1.89,,,,,,,,,,,,,,,,,,,,,,,,,,
01/30/2022 19:00:00,Jan-30,40856,8107,34767,19.84,23.32,1240,18.06,,,,,,,,,,,,,,,,,,,,,,,,,,
01/30/2022 20:00:00,Jan-30,41424,10135,34767,24.47,29.15,2028,25.01,,,,,,,,,,,,,,,,,,,,,,,,,,
01/30/2022 21:00:00,Jan-30,40909,10893,34767,26.63,31.33,757,7.47,,,,,,,,,,,,,,,,,,,,,,,,,,
01/30/2022 22:00:00,Jan-30,40245,10604,34767,26.35,30.50,-289,-2.65,,,,,,,,,,,,,,,,,,,,,,,,,,
01/30/2022 23:00:00,Jan-30,38458,10453,34767,27.18,30.07,-151,-1.43,,,,,,,,,,,,,,,,,,,,,,,,,,
01/31/2022 00:00:00,Jan-30,36679,11726,34767,31.97,33.73,1273,12.18,,,,,,,,,,,,,,,,,,,,,,,,,,
01/31/2022 01:00:00,Jan-31,35447,13856,34767,39.09,39.85,2131,18.17,,,,,,,,,,,,,,,,,,,,,,,,,,
01/31/2022 02:00:00,Jan-31,34912,14688,34767,42.07,42.25,832,6.00,,,,,,,,,,,,,,,,,,,,,,,,,,
01/31/2022 03:00:00,Jan-31,34720,14103,34767,40.62,40.57,-585,-3.98,,,,,,,,,,,,,,,,,,,,,,,,,,
01/31/2022 04:00:00,Jan-31,35032,12696,34767,36.24,36.52,-1407,-9.98,,,,,,,,,,,,,,,,,,,,,,,,,,
01/31/2022 05:00:00,Jan-31,36039,11193,34767,31.06,32.20,-1503,-11.84,,,,,,,,,,,,,,,,,,,,,,,,,,
01/31/2022 06:00:00,Jan-31,38380,10535,34767,27.45,30.30,-658,-5.88,,,,,,,,,,,,,,,,,,,,,,,,,,
01/31/2022 07:00:00,Jan-31,41802,8333,34767,19.93,23.97,-2202,-20.90,,,,,,,,,,,,,,,,,,,,,,,,,,
01/31/2022 08:00:00,Jan-31,43539,6863,34767,15.76,19.74,-1471,-17.65,,,,,,,,,,,,,,,,,,,,,,,,,,
01/31/2022 09:00:00,Jan-31,43206,5174,34767,11.97,14.88,-1689,-24.61,,,,,,,,,,,,,,,,,,,,,,,,,,
01/31/2022 10:00:00,Jan-31,42938,3505,34767,8.16,10.08,-1669,-32.26,,,,,,,,,,,,,,,,,,,,,,,,,,
01/31/2022 11:00:00,Jan-31,42546,3003,34767,7.06,8.64,-502,-14.32,,,,,,,,,,,,,,,,,,,,,,,,,,
01/31/2022 12:00:00,Jan-31,42143,4139,34767,9.82,11.90,1136,37.83,,,,,,,,,,,,,,,,,,,,,,,,,,
01/31/2022 13:00:00,Jan-31,41902,4931,34767,11.77,14.18,792,19.14,,,,,,,,,,,,,,,,,,,,,,,,,,
01/31/2022 14:00:00,Jan-31,41728,5295,34767,12.69,15.23,364,7.38,,,,,,,,,,,,,,,,,,,,,,,,,,
01/31/2022 15:00:00,Jan-31,41301,6736,34767,16.31,19.37,1441,27.21,,,,,,,,,,,,,,,,,,,,,,,,,,
01/31/2022 16:00:00,Jan-31,41135,7496,34767,18.22,21.56,760,11.28,,,,,,,,,,,,,,,,,,,,,,,,,,
01/31/2022 17:00:00,Jan-31,41465,7547,34767,18.20,21.71,51,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,
01/31/2022 18:00:00,Jan-31,42274,7228,34767,17.10,20.79,-319,-4.22,,,,,,,,,,,,,,,,,,,,,,,,,,
01/31/2022 19:00:00,Jan-31,43679,8777,34767,20.10,25.25,1549,21.43,,,,,,,,,,,,,,,,,,,,,,,,,,
01/31/2022 20:00:00,Jan-31,43651,12666,34767,29.02,36.43,3889,44.30,,,,,,,,,,,,,,,,,,,,,,,,,,
01/31/2022 21:00:00,Jan-31,42981,14930,34767,34.74,42.94,2264,17.87,,,,,,,,,,,,,,,,,,,,,,,,,,
01/31/2022 22:00:00,Jan-31,41479,15213,34767,36.68,43.76,284,1.90,,,,,,,,,,,,,,,,,,,,,,,,,,
01/31/2022 23:00:00,Jan-31,39208,14999,34767,38.25,43.14,-214,-1.41,,,,,,,,,,,,,,,,,,,,,,,,,,
02/01/2022 00:00:00,Jan-31,37115,14836,34767,39.97,42.67,-163,-1.08,,,,,,,,,,,,,,,,,,,,,,,,,,
02/01/2022 01:00:00,Feb-01,35675,14629,34767,41.00,42.08,-208,-1.40,,,,,,,,,,,,,,,,,,,,,,,,,,
02/01/2022 02:00:00,Feb-01,34720,14095,34767,40.60,40.54,-534,-3.65,,,,,,,,,,,,,,,,,,,,,,,,,,
02/01/2022 03:00:00,Feb-01,34444,13794,34767,40.05,39.67,-301,-2.14,,,,,,,,,,,,,,,,,,,,,,,,,,
02/01/2022 04:00:00,Feb-01,34474,13671,34767,39.66,39.32,-123,-0.89,,,,,,,,,,,,,,,,,,,,,,,,,,
02/01/2022 05:00:00,Feb-01,35161,13469,34767,38.31,38.74,-202,-1.48,,,,,,,,,,,,,,,,,,,,,,,,,,
02/01/2022 06:00:00,Feb-01,37237,13541,34767,36.37,38.95,73,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,
02/01/2022 07:00:00,Feb-01,40398,14131,34767,34.98,40.64,589,4.35,,,,,,,,,,,,,,,,,,,,,,,,,,
02/01/2022 08:00:00,Feb-01,41922,14315,34767,34.15,41.17,184,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,
02/01/2022 09:00:00,Feb-01,41857,13567,34767,32.41,39.02,-748,-5.22,,,,,,,,,,,,,,,,,,,,,,,,,,
02/01/2022 10:00:00,Feb-01,41860,12336,34767,29.47,35.48,-1231,-9.07,,,,,,,,,,,,,,,,,,,,,,,,,,
02/01/2022 11:00:00,Feb-01,41538,11140,34767,26.82,32.04,-1197,-9.70,,,,,,,,,,,,,,,,,,,,,,,,,,
02/01/2022 12:00:00,Feb-01,40976,9996,34767,24.39,28.75,-1144,-10.27,,,,,,,,,,,,,,,,,,,,,,,,,,
02/01/2022 13:00:00,Feb-01,40518,8758,34767,21.62,25.19,-1238,-12.38,,,,,,,,,,,,,,,,,,,,,,,,,,
02/01/2022 14:00:00,Feb-01,40117,7330,34767,18.27,21.08,-1428,-16.30,,,,,,,,,,,,,,,,,,,,,,,,,,
02/01/2022 15:00:00,Feb-01,39840,6302,34767,15.82,18.13,-1029,-14.03,,,,,,,,,,,,,,,,,,,,,,,,,,
02/01/2022 16:00:00,Feb-01,39628,6417,34767,16.19,18.46,115,1.83,,,,,,,,,,,,,,,,,,,,,,,,,,
02/01/2022 17:00:00,Feb-01,39823,6685,34767,16.79,19.23,268,4.18,,,,,,,,,,,,,,,,,,,,,,,,,,
02/01/2022 18:00:00,Feb-01,40500,6759,34767,16.69,19.44,74,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,
02/01/2022 19:00:00,Feb-01,42024,8155,34767,19.41,23.46,1396,20.65,,,,,,,,,,,,,,,,,,,,,,,,,,
02/01/2022 20:00:00,Feb-01,42241,11266,34767,26.67,32.40,3111,38.15,,,,,,,,,,,,,,,,,,,,,,,,,,
02/01/2022 21:00:00,Feb-01,41581,13535,34767,32.55,38.93,2268,20.13,,,,,,,,,,,,,,,,,,,,,,,,,,
02/01/2022 22:00:00,Feb-01,40331,14721,34767,36.50,42.34,1187,8.77,,,,,,,,,,,,,,,,,,,,,,,,,,
02/01/2022 23:00:00,Feb-01,38367,15896,34767,41.43,45.72,1175,7.98,,,,,,,,,,,,,,,,,,,,,,,,,,
02/02/2022 00:00:00,Feb-01,36401,15504,34767,42.59,44.59,-392,-2.46,,,,,,,,,,,,,,,,,,,,,,,,,,
